Brand,Model,Specifications
Celkon,C101,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '111 x 46 x 15.3 mm (4.37 x 1.81 x 0.60 in)', 'Weight': '72 g (2.54 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 500 h'}}, {'Misc': {'Colors': 'Black/Orange'}}]"
Celkon,C44,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '114 x 50 x 15.3 mm (4.49 x 1.97 x 0.60 in)', 'Weight': '96 g (3.39 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.4 inches, 17.8 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1800 mAh battery', 'Talk time': 'Up to 500 h'}}, {'Misc': {'Colors': 'Black/Red, Black/Orange'}}]"
Celkon,C550,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '112.2 x 48.5 x 14.9 mm (4.42 x 1.91 x 0.59 in)', 'Weight': '82 g (2.89 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.4 inches, 17.8 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries', 'Call records': 'Yes'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1550 mAh battery', 'Talk time': 'Up to 550 h'}}, {'Misc': {'Colors': 'Black/Silver'}}]"
Celkon,C77,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '110.2 x 53.4 x 12.2 mm (4.34 x 2.10 x 0.48 in)', 'Weight': '93 g (3.28 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT touchscreen', 'Size': '2.8 inches, 22.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '2000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'Yes', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1200 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Gray'}}]"
Celkon,C555,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '108.3 x 54.8 x 12.5 mm (4.26 x 2.16 x 0.49 in)', 'Weight': '108 g (3.81 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT touchscreen', 'Size': '3.2 inches, 29.1 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries, Photocall', 'Call records': 'Yes'}}, {'Main Camera': {'Single': '2 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'Yes', 'Java': 'SNS applications'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Yellow, Black'}}]"
Celkon,C205,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '113 x 48.5 x 15.5 mm (4.45 x 1.91 x 0.61 in)', 'Weight': '86 g (3.03 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 1.80, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '200 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 350 h'}}, {'Misc': {'Colors': 'Black/Red'}}]"
Celkon,C33,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '111 x 46 x 14.3 mm (4.37 x 1.81 x 0.56 in)', 'Weight': '77 g (2.72 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.0 inches, 12.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio, recording', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black/Yellow, Black/Silver'}}]"
Celkon,C867,"[{'Network': {'Technology': 'GSM / CDMA'}}, {'Launch': {'Announced': '2010', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '110 x 44 x 16 mm (4.33 x 1.73 x 0.63 in)', 'Weight': '100 g (3.53 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.0 inches, 12.4 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio, WFM', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'Accelerometer', 'Messaging': 'SMS, MMS', 'Games': 'Yes', 'Java': 'No'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 70 EUR'}}]"
Celkon,C409,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '110 x 44 x 16 mm (4.33 x 1.73 x 0.63 in)', 'Weight': '86 g (3.03 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio, WFM', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1800 mAh battery', 'Talk time': 'Up to 600 h'}}, {'Misc': {'Colors': 'Black/Red'}}]"
Celkon,C567,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2010', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '105 x 45 x 20 mm (4.13 x 1.77 x 0.79 in)', 'Weight': '80 g (2.82 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.0 inches, 12.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'WFM', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'Accelerometer', 'Messaging': 'SMS, MMS', 'Games': 'Yes', 'Java': 'No'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 30 EUR'}}]"
Celkon,C449,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2010', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '110 x 46 x 11 mm (4.33 x 1.81 x 0.43 in)', 'Weight': '89 g (3.14 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black/Silver, White/Silver'}}]"
Celkon,C517,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2010', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '108 x 46 x 14 mm (4.25 x 1.81 x 0.55 in)', 'Weight': '106 g (3.74 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1800 mAh battery', 'Talk time': 'Up to 600 h'}}, {'Misc': {'Colors': 'Black'}}]"
Celkon,C367,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2010', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '103 x 44 x 12 mm (4.06 x 1.73 x 0.47 in)', 'Weight': '86 g (3.03 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio, WFM', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Black/white list'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 30 EUR'}}]"
Celkon,C747,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2010', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '112 x 47 x 13 mm (4.41 x 1.85 x 0.51 in)', 'Weight': '128 g (4.52 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.2 inches, 15.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '2 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'WFM', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'Accelerometer', 'Messaging': 'SMS, MMS', 'Games': 'Yes', 'Java': 'No'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1500 mAh battery', 'Talk time': 'Up to 550 h'}}, {'Misc': {'Colors': 'Black/Gray', 'Price': 'About 50 EUR'}}]"
Celkon,C102,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '111 x 46 x 15.3 mm (4.37 x 1.81 x 0.60 in)', 'Weight': '78 g (2.75 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 500 h'}}, {'Misc': {'Colors': 'Black/Orange'}}]"
Celkon,C357,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2010', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '105 x 43 x 14 mm (4.13 x 1.69 x 0.55 in)', 'Weight': '80 g (2.82 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Black/white list'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black/Blue'}}]"
Celkon,C22,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '108 x 47 x 15 mm (4.25 x 1.85 x 0.59 in)', 'Weight': '75 g (2.65 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black/Red'}}]"
Celkon,C6,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '98 x 49 x 10 mm (3.86 x 1.93 x 0.39 in)', 'Weight': '82 g (2.89 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.0 inches, 12.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'Yes', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black'}}]"
Celkon,C333,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '110 x 46.5 x 16 mm (4.33 x 1.83 x 0.63 in)', 'Weight': '88 g (3.10 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'Yes', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1200 mAh battery', 'Talk time': 'Up to 850 h'}}, {'Misc': {'Colors': 'Black/Red', 'Price': 'About 20 EUR'}}]"
Celkon,C509,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2010', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '108 x 46 x 14.3 mm (4.25 x 1.81 x 0.56 in)', 'Weight': '106 g (3.74 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSD (dedicated slot)', 'Phonebook': '500 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'Yes', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1800 mAh battery', 'Talk time': 'Up to 600 h'}}, {'Misc': {'Colors': 'Black/Red'}}]"
Celkon,C347,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '105 x 43 x 11 mm (4.13 x 1.69 x 0.43 in)', 'Weight': '69 g (2.43 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black/Red'}}]"
Celkon,C5,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '109 x 54 x 13 mm (4.29 x 2.13 x 0.51 in)', 'Weight': '94 g (3.32 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.0 inches, 12.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black'}}]"
Celkon,C7,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '104 x 57 x 11.5 mm (4.09 x 2.24 x 0.45 in)', 'Weight': '102 g (3.60 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '2.0 inches, 12.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'Audio/video player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black, Red'}}]"
Celkon,C11,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2011', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '98 x 50 x 12 mm (3.86 x 1.97 x 0.47 in)', 'Weight': '75 g (2.65 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT', 'Size': '1.5 inches, 7.1 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSD (dedicated slot)', 'Phonebook': '500 entries', 'Call records': 'Yes'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'Yes', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'No', 'Java': 'SNS applications'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 800 mAh battery', 'Talk time': 'Up to 150 h'}}, {'Misc': {'Colors': 'Gray, White'}}]"
